epoch	loss	acc	val_loss	val_acc
0	0.7909003849595021	0.7117678427543396	0.8753915786743164	0.6817001024881999
1	0.7618948586094074	0.7189200251148298	0.8565382202466328	0.687165633837382
2	0.7490339642151808	0.7219687300996903	0.8453760981559754	0.6893775701522827
3	0.741708347430596	0.7239527681317085	0.8394153356552124	0.6905221104621887
4	0.7368918645840424	0.7253185342519711	0.8341559330622356	0.691936727364858
5	0.7334949819323344	0.7263065349215116	0.8298683961232504	0.6934670845667521
6	0.7307810206443835	0.727035478521616	0.82726944287618	0.6946502089500427
7	0.7286699794423885	0.7277978097016995	0.8269007047017415	0.6951646089553833
8	0.7267946436619147	0.7282565688857665	0.8269535183906556	0.694392999013265
9	0.7253231985064653	0.7288488732316555	0.8244097908337911	0.6953060746192932
10	0.7238818116677113	0.7291499718259542	0.8243190884590149	0.6954218149185181
11	0.722587240430025	0.7297051825966591	0.8230771859486897	0.6952160517374675
12	0.7214090520372758	0.7299092125434142	0.8229798515637715	0.6956661621729533
13	0.7203010836472878	0.730516356917528	0.822895876566569	0.6957175890604655
14	0.7191904282722718	0.7306851460001408	0.821117369333903	0.6960390925407409
15	0.7181901998626881	0.7311810016249999	0.8207563440004985	0.6955504059791565
16	0.7172425360633776	0.7313899762737446	0.818680755297343	0.6961291193962097
17	0.716331632855611	0.7317634154206667	0.8181539694468181	0.6960390925407409
18	0.7153271362185478	0.7320113407495694	0.8175849318504333	0.6963091532389323
19	0.714521433489445	0.7324595885016979	0.8161478439966837	0.6974022666613261
20	0.7136082977820666	0.7325894265220716	0.8146361152331034	0.698019544283549
21	0.7127859082359534	0.7330185077511348	0.814104159673055	0.6979295293490092
22	0.7118988300745304	0.7331910066497631	0.8134471734364828	0.6981095671653748
23	0.7111225114800991	0.7335285840508265	0.811766521135966	0.6991383751233419
24	0.7102976135718517	0.7336831541779714	0.8105128765106201	0.6992798407872518
25	0.7094995666008729	0.7341233617984332	0.8098004579544067	0.6999099850654602
26	0.7086467442986293	0.7342630928525558	0.8096510370572408	0.6992026726404826
27	0.7079370638880974	0.7346198367766845	0.8097402334213257	0.6992669820785522
28	0.7070754426412094	0.7347577114899954	0.8097051461537679	0.6992155353228251
29	0.7062865873942008	0.7351577329712037	0.8089981555938721	0.6997170805931091
30	0.7055525002189171	0.7352770593685981	0.807895028591156	0.7001028776168823
31	0.7048361393121573	0.7356610068908105	0.8076628645261129	0.7002957900365193
32	0.7040877647888966	0.7357197411549397	0.8080568154652913	0.6996784965197246
33	0.7032757584865277	0.7361512978871664	0.8091604471206665	0.6993827184041341
34	0.7025322942779615	0.7362582601415806	0.8083367506663005	0.6999228358268738
35	0.7017910602765206	0.7366347876496804	0.808413314819336	0.7000514427820842
36	0.7010926508750671	0.7367918296502187	0.8061508695284526	0.7012860139211019
37	0.700391561175004	0.7370892186195422	0.8070066889127095	0.7006558616956075
38	0.6996392164474878	0.7373111794392267	0.805854320526123	0.7014403303464254
39	0.6989472965017344	0.7375714712035961	0.8039750973383586	0.7015689293543498
40	0.6982072270833529	0.7377841585339644	0.8035803476969401	0.7018518527348836
41	0.6975284698299873	0.7380061174432436	0.8008095661799113	0.702481997013092
42	0.6967775540856215	0.7382756867087804	0.8008937478065491	0.7033822099367778
43	0.6961291667360526	0.7385124827806766	0.8004058480262757	0.7032021641731262
44	0.6953677871288397	0.7387437186180017	0.7988379041353861	0.7042952696482341
45	0.6947579968434113	0.7389322931949909	0.7977896253267924	0.7046810626983643
46	0.6940801999507806	0.739151160686444	0.795652969678243	0.7048353950182596
47	0.693354841035146	0.7393255149706816	0.7959314505259196	0.7039866209030151
48	0.692688660361828	0.7395672593743373	0.7946345607439677	0.7052726348241171
49	0.6920227641478564	0.7397768535675147	0.7936667482058207	0.7047582268714905
50	0.691358915124184	0.7399691366232358	0.7915382822354634	0.7054783940315247
51	0.6907299921298639	0.7401917141217452	0.7919634898503621	0.7053369363149007
52	0.6900345220779761	0.7403784315937605	0.7914577841758728	0.7061599810918172
53	0.6893910410312506	0.7406510901756775	0.7921019275983174	0.7049897154172261
54	0.6887492455351047	0.7408062785099714	0.7911362687746684	0.7053497950236003
55	0.6881312347757511	0.7410443129065709	0.7895327170689901	0.7062371373176575
56	0.6874772230019937	0.7412180468822137	0.7893282532691955	0.7058256109555562
57	0.6868436496991378	0.7413936377717898	0.7905221462249756	0.7057870427767435
58	0.6862264823837158	0.7415914854560143	0.7911829590797425	0.7040509263674418
59	0.685635347205859	0.7418171539902687	0.7903026143709818	0.704771097501119
60	0.6849945252522444	0.7420032544013782	0.7905553698539733	0.7046167651812235
61	0.6843741807417992	0.7421578241464419	0.7889926354090373	0.7054526726404826
62	0.6837903408285899	0.7424094591003197	0.7893194754918417	0.706224278608958
63	0.6832146980823615	0.7425386783404228	0.7886126200358073	0.7066615184148153
64	0.6826019290930185	0.7427390005726081	0.7863634824752808	0.7073559602101643
65	0.6819913161870761	0.7429145895517789	0.7861802101135253	0.7065586487452189
66	0.6814075246071204	0.7430975972077786	0.7844301581382751	0.7067644079526265
67	0.6808869108939782	0.7432880271703769	0.7841145038604737	0.7074974298477172
68	0.6803211651933498	0.7434172458373584	0.7834933400154114	0.7068544268608093
69	0.6797436416531221	0.7436929967923042	0.7821821133295696	0.7082433144251505
70	0.6791230864249743	0.7437801716419367	0.7809581200281779	0.7085519552230835
71	0.6786354678945664	0.74407075995054	0.7808820486068726	0.7089120308558147
72	0.6780720209846129	0.7441189860304197	0.7800424734751383	0.7092463970184326
73	0.677511260104485	0.7444695476920177	0.7783391356468201	0.7103909373283386
74	0.677005200431897	0.7444856227972568	0.777885627746582	0.7099794268608093
75	0.6764912761938877	0.7447341680526733	0.777095886071523	0.7099537014961242
76	0.6759898979694415	0.7447755909883059	0.7773882508277893	0.7101080258687337
77	0.6754446232166046	0.7450334106882414	0.7775276859601339	0.7095936218897502
78	0.6748975687302076	0.7450735989289407	0.7778427282969157	0.7094907402992249
79	0.6744267682616527	0.7453932469853988	0.7767914811770121	0.7090535004933675
80	0.6739075283209482	0.7454049944495543	0.7761629660924275	0.7101980447769165
81	0.6734001059562732	0.7457382421080883	0.7746858358383178	0.7108281890551249
82	0.6728388214340577	0.7457555561111524	0.7758827686309815	0.7102494875590006
83	0.6723726813991865	0.7460504711056367	0.7757664044698079	0.7100308775901795
84	0.6718996251240755	0.74603254118791	0.7751424392064412	0.7104295253753662
85	0.6713990318851594	0.7463392040286309	0.7751078446706136	0.7103780825932821
86	0.6709206337348009	0.7463657915210112	0.7726779818534851	0.7109053452809652
87	0.6704551010177686	0.7466662703798368	0.7735227743784586	0.7108281850814819
88	0.6699293015094904	0.7467064580474144	0.7730600436528524	0.710519548257192
89	0.6695369178285966	0.7469692235955825	0.7715249975522359	0.7112654288609822
90	0.6690158454271463	0.7470137390952843	0.7712050239245097	0.7106738805770874
91	0.6685718185244462	0.7471905677364423	0.7697971582412719	0.7113811731338501
92	0.668091207742691	0.7473284407303884	0.7696408112843831	0.7113425890604655
93	0.6676540336547754	0.7474799207769908	0.7703997611999511	0.7106095631917317
94	0.6672179122001697	0.7476035730961041	0.769424585501353	0.7115483562151591
95	0.6668049418009244	0.7477216640344033	0.7697746555010477	0.7110082268714905
96	0.6663223480184873	0.7478651026120553	0.7689608613650004	0.7116769512494405
97	0.665834621550181	0.7480604770856026	0.7702430566151937	0.7118955691655476
98	0.6653809969623884	0.7481890769723134	0.7705082813898723	0.7118955651919047
99	0.664979932590937	0.7483393185031719	0.7704944650332133	0.7115612109502156
